School_ID,NAME_OF_SCHOOL,Street_Address,City,ZIP_Code,Network_Manager,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon ,SAFETY_SCORE,Longitude,Latitude,COMMUNITY_AREA_NUMBER,COMMUNITY_AREA_NAME,Ward,Police_District
610274,James Weldon Johnson Elementary School,1420 S Albany Ave ,Chicago,60623,AUSL Schools,Probation,Level 2,No,Strong,67,-87.7031756,41.86183983,29,NORTH LAWNDALE,24,10
609772,Jane Addams Elementary School,10810 S Avenue H ,Chicago,60617,Lake Calumet Elementary Network,Not on Probation,Level 2,No,Average,56,-87.53301251,41.69871497,52,EAST SIDE,10,4
610093,Jane A Neil Elementary School,8555 S Michigan Ave ,Chicago,60619,Skyway Elementary Network,Probation,Level 3,No,Average,42,-87.62089767,41.7384386,44,CHATHAM,6,6
609796,Jean Baptiste Beaubien Elementary School,5025 N Laramie Ave ,Chicago,60630,O'Hare Elementary Network,Not on Probation,Level 1,No,Strong,63,-87.75752776,41.97237914,11,JEFFERSON PARK,45,16
610031,Jean D Lafayette Elementary School,2714 W Augusta Blvd ,Chicago,60622,Fulton Elementary Network,Probation,Level 3,No,Average,44,-87.69494543,41.89940402,24,WEST TOWN,1,13
610271,Jensen Elementary Scholastic Academy,3030 W Harrison St ,Chicago,60612,Garfield-Humboldt Elementary Network,Probation,Level 2,No,Weak,35,-87.70224149,41.87384239,27,EAST GARFIELD PARK,28,11
609932,Jesse Owens Elementary Community Academy,12450 S State St ,Chicago,60628,Lake Calumet Elementary Network,Not on Probation,Level 2,No,NDA,,-87.62242272,41.66737294,53,WEST PULLMAN,9,5
610173,Jesse Sherwood Elementary School,245 W 57th St ,Chicago,60621,Englewood-Gresham Elementary Network,Probation,Level 2,No,Weak,38,-87.6322812,41.7907728,68,ENGLEWOOD,20,7
609942,Johann W von Goethe Elementary School,2236 N Rockwell St ,Chicago,60647,Fullerton Elementary Network,Not on Probation,Level 2,No,Strong,75,-87.69293637,41.9228282,22,LOGAN SQUARE,1,14
610216,John A Walsh Elementary School,2015 S Peoria St ,Chicago,60608,Pilsen-Little Village Elementary Network,Not on Probation,Level 2,Yes,Strong,60,-87.64804964,41.85484214,31,LOWER WEST SIDE,25,12
609789,John Barry Elementary School,2828 N Kilbourn Ave ,Chicago,60641,Fullerton Elementary Network,Not on Probation,Level 2,No,Weak,35,-87.73942514,41.93251118,20,HERMOSA,31,25
609894,John B Drake Elementary School,2722 S King Dr ,Chicago,60616,Burnham Park Elementary Network,Probation,Level 3,No,Average,59,-87.61776768,41.84379445,35,DOUGLAS,4,1
610089,John B Murphy Elementary School,3539 W Grace St ,Chicago,60618,O'Hare Elementary Network,Not on Probation,Level 1,No,Very Strong,80,-87.71682949,41.95005034,16,IRVING PARK,35,17
610243,John Calhoun North Elementary School,2833 W Adams St ,Chicago,60612,Garfield-Humboldt Elementary Network,Not on Probation,Level 1,No,Average,52,-87.69755292,41.87822115,27,EAST GARFIELD PARK,2,11
609829,John C Burroughs Elementary School,3542 S Washtenaw Ave ,Chicago,60632,Pershing Elementary Network,Not on Probation,Level 2,Yes,Average,50,-87.69249318,41.8288631,58,BRIGHTON PARK,12,9
609866,John C Coonley Elementary School,4046 N Leavitt St ,Chicago,60618,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Very Strong,87,-87.68380195,41.95554905,5,NORTH CENTER,47,19
609893,John C Dore Elementary School,6108 S Natoma Ave ,Chicago,60638,Midway Elementary Network,Not on Probation,Level 1,No,Strong,74,-87.78764009,41.78092716,64,CLEARING,23,8
609959,John Charles Haines Elementary School,247 W 23rd Pl ,Chicago,60616,Pershing Elementary Network,Not on Probation,Level 1,No,Weak,32,-87.63378596,41.84993116,34,ARMOUR SQUARE,25,9
610176,John D Shoop Math-Science Technical Academy Elementary School,11140 S Bishop St ,Chicago,60643,Rock Island Elementary Network,Probation,Level 3,No,Weak,32,-87.65870614,41.69093337,75,MORGAN PARK,34,22
609898,John F Eberhart Elementary School,3400 W 65th Pl ,Chicago,60629,Midway Elementary Network,Probation,Level 3,No,Average,42,-87.70800189,41.7744471,66,CHICAGO LAWN,15,8
609919,John Fiske Elementary School,6145 S Ingleside Ave ,Chicago,60637,Burnham Park Elementary Network,Probation,Level 3,No,Very Weak,13,-87.60259685,41.78290934,42,WOODLAWN,20,3
609718,John F Kennedy High School,6325 W 56th St ,Chicago,60638,Southwest Side High School Network,Probation,Level 3,No,Average,53,-87.78037224,41.79042796,56,GARFIELD RIDGE,23,8
610263,John Foster Dulles Elementary School,6311 S Calumet Ave ,Chicago,60637,AUSL Schools,Probation,Level 2,No,Average,42,-87.61717494,41.779797,69,GREATER GRAND CROSSING,20,3
610228,John Greenleaf Whittier Elementary School,1900 W 23rd St ,Chicago,60608,Pilsen-Little Village Elementary Network,Probation,Level 3,No,Strong,65,-87.67342126,41.85050786,31,LOWER WEST SIDE,25,10
609694,John Hancock College Preparatory High School,4034 W 56th St ,Chicago,60629,Southwest Side High School Network,Probation,Level 3,No,Average,51,-87.72449161,41.79149114,62,WEST ELSDON,13,8
609971,John Harvard Elementary School of Excellence,7525 S Harvard ,Chicago,60620,AUSL Schools,Probation,Level 2,No,Average,51,-87.63270008,41.75733472,69,GREATER GRAND CROSSING,17,6
609975,John Hay Elementary Community Academy,1018 N Laramie Ave ,Chicago,60651,Austin-North Lawndale Elementary Network,Probation,Level 2,No,Average,44,-87.75585034,41.89918473,25,AUSTIN,37,15
609964,John H Hamline Elementary School,4747 S Bishop St ,Chicago,60609,Pershing Elementary Network,Not on Probation,Level 2,No,Weak,33,-87.66113856,41.80726347,61,NEW CITY,20,9
610026,John H Kinzie Elementary School,5625 S Mobile Ave ,Chicago,60638,Midway Elementary Network,Not on Probation,Level 1,No,Strong,64,-87.7791043,41.78970398,56,GARFIELD RIDGE,23,8
610207,John H Vanderpoel Elementary Magnet School,9510 S Prospect Ave ,Chicago,60643,Rock Island Elementary Network,Not on Probation,Level 2,No,Strong,74,-87.66558526,41.72078152,72,BEVERLY,19,22
609782,John J Audubon Elementary School,3500 N Hoyne Ave ,Chicago,60618,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Very Strong,95,-87.68107885,41.94509808,5,NORTH CENTER,47,19
610126,John J Pershing Elementary Humanities Magnet,3113 S Rhodes Ave ,Chicago,60616,Burnham Park Elementary Network,Not on Probation,Level 1,No,NDA,,-87.61334083,41.83803465,35,DOUGLAS,4,2
610054,John L Marsh Elementary School,9822 S Exchange Ave ,Chicago,60617,Lake Calumet Elementary Network,Probation,Level 2,No,Strong,72,-87.55251993,41.71657908,51,SOUTH DEERING,10,4
609723,John Marshall Metropolitan High School,3250 W Adams St ,Chicago,60624,West Side High School Network,Probation,Level 3,No,Average,51,-87.70801612,41.87847194,27,EAST GARFIELD PARK,28,11
609710,John M Harlan Community Academy High School,9652 S Michigan Ave ,Chicago,60628,Far South Side High School Network,Probation,Level 3,No,NDA,,-87.62066069,41.71840075,49,ROSELAND,6,5
609954,John Milton Gregory Elementary School,3715 W Polk St ,Chicago,60624,Garfield-Humboldt Elementary Network,Not on Probation,Level 1,No,Average,44,-87.71867323,41.87071468,27,EAST GARFIELD PARK,24,11
610180,John M Smyth Elementary School,1059 W 13th St ,Chicago,60608,Fulton Elementary Network,Probation,Level 3,No,Weak,37,-87.65347031,41.86532347,28,NEAR WEST SIDE,2,12
610199,Johnnie Colemon Elementary Academy,1441 W 119th St ,Chicago,60643,Lake Calumet Elementary Network,Not on Probation,Level 2,No,Strong,60,-87.65812011,41.67747786,53,WEST PULLMAN,34,5
610111,John Palmer Elementary School,5051 N Kenneth Ave ,Chicago,60630,O'Hare Elementary Network,Not on Probation,Level 2,No,Strong,75,-87.73917547,41.97326374,14,ALBANY PARK,39,17
609775,John P Altgeld Elementary School,1340 W 71st St ,Chicago,60636,Englewood-Gresham Elementary Network,Probation,Level 3,No,Average,48,-87.6582125,41.76510322,67,WEST ENGLEWOOD,17,7
610184,John Spry Elementary Community School,2400 S Marshall Blvd ,Chicago,60623,Pilsen-Little Village Elementary Network,Not on Probation,Level 2,No,Strong,66,-87.69912725,41.84815451,30,SOUTH LAWNDALE,12,10
610269,John T McCutcheon Elementary School,4865 N Sheridan Rd ,Chicago,60640,Ravenswood-Ridge Elementary Network,Not on Probation,Level 2,No,Average,56,-87.65472193,41.97095968,3,UPTOWN,48,20
610130,John T Pirie Fine Arts & Academic Center Elementary School,650 E 85th St ,Chicago,60619,Skyway Elementary Network,Not on Probation,Level 2,No,Weak,26,-87.60792289,41.74036711,44,CHATHAM,6,6
609864,John W Cook Elementary School,8150 S Bishop St ,Chicago,60620,Englewood-Gresham Elementary Network,Probation,Level 2,No,NDA,,-87.6598119,41.74526284,71,AUBURN GRESHAM,21,6
609937,John W Garvy Elementary School,5225 N Oak Park Ave ,Chicago,60656,O'Hare Elementary Network,Not on Probation,Level 1,No,Strong,60,-87.79619832,41.97635262,10,NORWOOD PARK,41,16
610225,John Whistler Elementary School,11533 S Ada St ,Chicago,60643,Lake Calumet Elementary Network,Probation,Level 3,No,Average,45,-87.65534733,41.68391137,53,WEST PULLMAN,34,5
609828,Jonathan Burr Elementary School,1621 W Wabansia Ave ,Chicago,60622,Fulton Elementary Network,Not on Probation,Level 1,No,Strong,71,-87.66864691,41.91233061,24,WEST TOWN,1,14
610159,Jonathan Y Scammon Elementary School,4201 W Henderson St ,Chicago,60641,O'Hare Elementary Network,Not on Probation,Level 2,No,Average,44,-87.73222901,41.94164944,16,IRVING PARK,30,17
609865,Jordan Elementary Community School,7414 N Wolcott Ave ,Chicago,60626,Ravenswood-Ridge Elementary Network,Not on Probation,Level 2,No,Strong,61,-87.67779928,42.01709536,1,ROGERS PARK,49,24
610313,Jose De Diego Elementary Community Academy,1313 N Claremont Ave ,Chicago,60622,Fulton Elementary Network,Probation,Level 3,Yes,Average,57,-87.68572005,41.90531549,24,WEST TOWN,1,14
609950,Josefa Ortiz De Dominguez Elementary School,3000 S Lawndale Ave ,Chicago,60623,Pilsen-Little Village Elementary Network,NDA,NDA,No,NDA,,-87.71722614,41.83875333,30,SOUTH LAWNDALE,22,10
610242,Joseph Brennemann Elementary School,4251 N Clarendon Ave ,Chicago,60613,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Average,50,-87.64971223,41.95997841,3,UPTOWN,46,19
609938,Joseph E Gary Elementary School,3740 W 31st St ,Chicago,60623,Pilsen-Little Village Elementary Network,Not on Probation,Level 2,No,Weak,32,-87.71870452,41.83709246,30,SOUTH LAWNDALE,22,10
610041,Josephine C Locke Elementary School,2828 N Oak Park Ave ,Chicago,60634,Fullerton Elementary Network,Not on Probation,Level 1,No,Average,57,-87.79564085,41.93176301,18,MONTCLARE,36,25
610015,Joseph Jungman Elementary School,1746 S Miller St ,Chicago,60608,Pilsen-Little Village Elementary Network,Probation,Level 2,No,Weak,36,-87.65233933,41.85810053,31,LOWER WEST SIDE,25,12
609925,Joseph Kellman Corporate Community Elementary School,751 S Sacramento Blvd ,Chicago,60612,Garfield-Humboldt Elementary Network,Not on Probation,Level 2,No,Average,58,-87.70078311,41.87119309,27,EAST GARFIELD PARK,2,11
610043,Joseph Lovett Elementary School,6333 W Bloomingdale Ave ,Chicago,60639,Austin-North Lawndale Elementary Network,Probation,Level 2,No,Average,43,-87.78393402,41.91269042,25,AUSTIN,29,25
610189,Joseph Stockton Elementary School,4420 N Beacon St ,Chicago,60640,Ravenswood-Ridge Elementary Network,Not on Probation,Level 2,No,Weak,37,-87.66388983,41.9623189,3,UPTOWN,46,19
610218,Joseph Warren Elementary School,9239 S Jeffery Ave ,Chicago,60617,Skyway Elementary Network,Not on Probation,Level 2,No,Weak,33,-87.5753162,41.72677474,48,CALUMET HEIGHTS,8,4
610019,Joshua D Kershaw Elementary School,6450 S Lowe Ave ,Chicago,60621,Englewood-Gresham Elementary Network,Not on Probation,Level 2,No,Strong,62,-87.64092929,41.77647883,68,ENGLEWOOD,20,7
610129,Josiah Pickard Elementary School,2301 W 21st Pl ,Chicago,60608,Pilsen-Little Village Elementary Network,Probation,Level 2,No,Average,50,-87.6833397,41.85287295,31,LOWER WEST SIDE,25,12
610022,Joyce Kilmer Elementary School,6700 N Greenview Ave ,Chicago,60626,Ravenswood-Ridge Elementary Network,Not on Probation,Level 2,No,NDA,,-87.66826026,42.00367622,1,ROGERS PARK,40,24
610253,Julia C Lathrop Elementary School,1440 S Christiana Ave ,Chicago,60623,Austin-North Lawndale Elementary Network,Probation,Level 3,No,Strong,67,-87.7093241,41.86119482,29,NORTH LAWNDALE,24,10
610000,Julia Ward Howe Elementary School of Excellence,720 N Lorel Ave ,Chicago,60644,AUSL Schools,Probation,Level 1,No,Strong,67,-87.75943557,41.89362521,25,AUSTIN,37,15
610280,Kate S Buckingham Special Education Center,9207 S Phillips Ave ,Chicago,60617,Skyway Elementary Network,Not Applicable,Level 3,No,Weak,31,-87.56439326,41.72782129,48,CALUMET HEIGHTS,7,4
610016,Kate S Kellogg Elementary School,9241 S Leavitt St ,Chicago,60620,Rock Island Elementary Network,Not on Probation,Level 2,No,Strong,76,-87.67719555,41.72525315,72,BEVERLY,19,22
609716,Kelvyn Park High School,4343 W Wrightwood Ave ,Chicago,60639,North-Northwest Side High School Network,Probation,Level 3,No,Weak,32,-87.73600171,41.92789092,20,HERMOSA,31,25
609746,Kenwood Academy High School,5015 S Blackstone Ave ,Chicago,60615,South Side High School Network,Not on Probation,Level 2,No,Strong,63,-87.59038395,41.80375479,39,KENWOOD,4,2
609719,Lake View High School,4015 N Ashland Ave ,Chicago,60613,North-Northwest Side High School Network,Not on Probation,Level 2,No,Strong,64,-87.66891643,41.95478361,6,LAKE VIEW,47,19
610368,Langston Hughes Elementary School,240 W 104th St ,Chicago,60628,Rock Island Elementary Network,Probation,Level 3,No,Weak,28,-87.62985093,41.70536999,49,ROSELAND,34,5
610033,LaSalle Elementary Language Academy,1734 N Orleans St ,Chicago,60614,Fullerton Elementary Network,Not on Probation,Level 1,No,Very Strong,99,-87.63760107,41.9138823,7,LINCOLN PARK,43,18
610520,LaSalle II Magnet Elementary School,1148 N Honore St ,Chicago,60622,Fulton Elementary Network,Not on Probation,Level 1,No,Strong,66,-87.67373263,41.90290876,24,WEST TOWN,1,13
609910,Laughlin Falconer Elementary School,3020 N Lamon Ave ,Chicago,60641,Fullerton Elementary Network,Not on Probation,Level 2,No,Average,54,-87.74936705,41.93577597,19,BELMONT CRAGIN,31,25
610133,Laura S Ward Elementary School,410 N Monticello Ave ,Chicago,60624,Garfield-Humboldt Elementary Network,Probation,Level 3,No,NDA,,-87.71752405,41.88845002,23,HUMBOLDT PARK,27,11
610034,Lawndale Elementary Community Academy,3500 W Douglas Blvd ,Chicago,60623,Austin-North Lawndale Elementary Network,Probation,Level 3,No,NDA,,-87.71300615,41.86298683,29,NORTH LAWNDALE,24,10
610024,Lazaro Cardenas Elementary School,2345 S Millard Ave ,Chicago,60623,Pilsen-Little Village Elementary Network,Not on Probation,Level 1,No,NDA,,-87.71598119,41.8485071,30,SOUTH LAWNDALE,22,10
609907,Leif Ericson Elementary Scholastic Academy,3600 W 5th Ave ,Chicago,60624,Garfield-Humboldt Elementary Network,Probation,Level 2,No,Weak,33,-87.71584573,41.87576191,27,EAST GARFIELD PARK,28,11
610298,Lenart Elementary Regional Gifted Center,8101 S LaSalle St ,Chicago,60620,Skyway Elementary Network,Not on Probation,Level 1,No,Strong,79,-87.62800231,41.74715024,44,CHATHAM,21,6
610036,Leslie Lewis Elementary School,1431 N Leamington Ave ,Chicago,60651,Austin-North Lawndale Elementary Network,Probation,Level 3,No,Weak,21,-87.75451319,41.90682528,25,AUSTIN,37,25
609738,Lincoln Park High School,2001 N Orchard St ,Chicago,60614,North-Northwest Side High School Network,Not on Probation,Level 2,No,Strong,65,-87.64597389,41.91830362,7,LINCOLN PARK,43,18
609807,Lionel Hampton Fine & Performing Arts Elementary School,3434 W 77th St ,Chicago,60652,Midway Elementary Network,Probation,Level 2,No,Average,42,-87.70875287,41.75348432,70,ASHBURN,18,8
609834,Little Village Elementary School,2620 S Lawndale Ave ,Chicago,60623,Pilsen-Little Village Elementary Network,Not on Probation,Level 1,No,Average,45,-87.71735516,41.84368588,30,SOUTH LAWNDALE,22,10
610325,Logandale Middle School,3212 W George St ,Chicago,60618,Fullerton Elementary Network,Not on Probation,Level 2,No,Average,56,-87.70804359,41.9339976,21,AVONDALE,35,14
609809,Lorenz Brentano Math & Science Academy Elementary School,2723 N Fairfield Ave ,Chicago,60647,Fullerton Elementary Network,Not on Probation,Level 2,No,Average,57,-87.69625758,41.93097047,22,LOGAN SQUARE,35,14
609773,Louis A Agassiz Elementary School,2851 N Seminary Ave ,Chicago,60657,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Average,53,-87.65619167,41.93412004,6,LAKE VIEW,44,19
609774,Louisa May Alcott Elementary School,2625 N Orchard St ,Chicago,60614,Fullerton Elementary Network,Not on Probation,Level 1,No,NDA,,-87.64633949,41.92984626,7,LINCOLN PARK,43,19
610156,Louis Armstrong Math & Science Elementary School,5345 W Congress Pkwy ,Chicago,60644,Austin-North Lawndale Elementary Network,Probation,Level 3,No,Average,42,-87.75920297,41.87378243,25,AUSTIN,29,15
610094,Louis Nettelhorst Elementary School,3252 N Broadway St ,Chicago,60657,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Average,58,-87.64459776,41.94162999,6,LAKE VIEW,44,19
610117,Louis Pasteur Elementary School,5825 S Kostner Ave ,Chicago,60629,Midway Elementary Network,Not on Probation,Level 2,No,Average,50,-87.73262962,41.78688968,62,WEST ELSDON,13,8
610237,Ludwig Van Beethoven Elementary School,25 W 47th St ,Chicago,60609,Burnham Park Elementary Network,Probation,Level 3,No,Average,40,-87.62711401,41.80910779,38,GRAND BOULEVARD,3,2
610108,Luke O'Toole Elementary School,6550 S Seeley Ave ,Chicago,60636,Englewood-Gresham Elementary Network,Probation,Level 3,No,Very Weak,5,-87.67513395,41.77418952,67,WEST ENGLEWOOD,15,7
609818,Luther Burbank Elementary School,2035 N Mobile Ave ,Chicago,60639,Fullerton Elementary Network,Not on Probation,Level 2,No,Weak,37,-87.78266267,41.91759334,19,BELMONT CRAGIN,29,25
609817,Lyman A Budlong Elementary School,2701 W Foster Ave ,Chicago,60625,Ravenswood-Ridge Elementary Network,Not on Probation,Level 2,No,Average,59,-87.69660443,41.97572652,4,LINCOLN SQUARE,40,20
610205,Lyman Trumbull Elementary School,5200 N Ashland Ave ,Chicago,60640,Ravenswood-Ridge Elementary Network,Probation,Level 3,No,Average,56,-87.6697616,41.97621644,77,EDGEWATER,40,20
610369,Mahalia Jackson Elementary School,917 W 88th St ,Chicago,60620,Englewood-Gresham Elementary Network,Probation,Level 3,No,Weak,38,-87.64675679,41.73409818,71,AUBURN GRESHAM,21,22
610197,Mancel Talcott Elementary School,1840 W Ohio St ,Chicago,60622,Fulton Elementary Network,Not on Probation,Level 1,No,Strong,63,-87.67370499,41.89243235,24,WEST TOWN,1,13
609722,Manley Career Academy High School,2935 W Polk St ,Chicago,60612,West Side High School Network,Probation,Level 3,No,Average,41,-87.69988652,41.87091163,27,EAST GARFIELD PARK,28,11
609872,Manuel Perez Elementary School,1241 W 19th St ,Chicago,60608,Pilsen-Little Village Elementary Network,Not on Probation,Level 1,Yes,Average,45,-87.6579887,41.85600113,31,LOWER WEST SIDE,25,12
610128,Marcus Moziah Garvey Elementary School,10309 S Morgan St ,Chicago,60643,Rock Island Elementary Network,Not on Probation,Level 2,No,Average,50,-87.64754034,41.7065956,73,WASHINGTON HEIGHTS,34,22
610544,Mariano Azuela Elementary School,4707 W Marquette Rd ,Chicago,60629,Midway Elementary Network,Not on Probation,Not Enough Data,No,Average,54,-87.73992325,41.77105158,65,WEST LAWN,13,8
610017,Maria Saucedo Elementary Scholastic Academy,2850 W 24th Blvd ,Chicago,60623,Pilsen-Little Village Elementary Network,Not on Probation,Level 1,No,Strong,60,-87.69728712,41.84796859,30,SOUTH LAWNDALE,12,10
609756,Marie Sklodowska Curie Metropolitan High School,4959 S Archer Ave ,Chicago,60632,Southwest Side High School Network,Probation,Level 3,No,Average,43,-87.72200673,41.80304615,57,ARCHER HEIGHTS,14,8
610502,Marine Military Math and Science Academy ,145 S Campbell Ave ,Chicago,60612,West Side High School Network,Not on Probation,Level 2,No,Average,41,-87.68865058,41.87885054,28,NEAR WEST SIDE,2,11
610081,Mark Sheridan Elementary Math & Science Academy,533 W 27th St ,Chicago,60616,Pershing Elementary Network,Not on Probation,Level 1,No,Strong,74,-87.64131399,41.84437293,60,BRIDGEPORT,11,9
610177,Mark Skinner Elementary School,1260 W Adams St ,Chicago,60607,Fulton Elementary Network,Not on Probation,Level 1,No,Very Strong,87,-87.65937102,41.87913069,28,NEAR WEST SIDE,27,12
610206,Mark Twain Elementary School,5134 S Lotus Ave ,Chicago,60638,Midway Elementary Network,Not on Probation,Level 1,No,Strong,67,-87.75896524,41.79905206,56,GARFIELD RIDGE,23,8
610053,Marquette Elementary School,6550 S Richmond St ,Chicago,60629,Midway Elementary Network,Probation,Level 3,No,Very Weak,15,-87.6970673,41.77390682,66,CHICAGO LAWN,15,8
610152,Martha Ruggles Elementary School,7831 S Prairie Ave ,Chicago,60619,Skyway Elementary Network,Probation,Level 2,No,Average,43,-87.61802983,41.75194729,69,GREATER GRAND CROSSING,6,6
610154,Martin A Ryerson Elementary School,646 N Lawndale Ave ,Chicago,60624,Garfield-Humboldt Elementary Network,Not on Probation,Level 1,No,Average,40,-87.71883334,41.89321142,23,HUMBOLDT PARK,27,11
610539,Marvin Camras Elementary School,3000 N Mango Ave ,Chicago,60634,Fullerton Elementary Network,Not on Probation,Not Enough Data,No,Average,54,-87.77016525,41.93496641,19,BELMONT CRAGIN,30,25
610355,Mary E Courtenay Elementary Language Arts Center,1726 W Berteau Ave ,Chicago,60613,Ravenswood-Ridge Elementary Network,Not on Probation,Level 2,No,Very Strong,99,-87.6718933,41.9580169,6,LAKE VIEW,47,19
610312,Mary E McDowell Elementary School,1419 E 89th St ,Chicago,60619,Skyway Elementary Network,Not on Probation,Level 2,No,NDA,,-87.58960096,41.7331047,48,CALUMET HEIGHTS,8,4
610127,Mary Gage Peterson Elementary School,5510 N Christiana Ave ,Chicago,60625,O'Hare Elementary Network,Not on Probation,Level 1,No,Strong,62,-87.71261988,41.98158041,13,NORTH PARK,40,17
610046,Mary Lyon Elementary School,2941 N McVicker Ave ,Chicago,60634,Fullerton Elementary Network,Not on Probation,Level 2,No,Average,55,-87.77713699,41.93417898,19,BELMONT CRAGIN,29,25
609888,Mary Mapes Dodge Elementary Renaissance Academy,2651 W Washington Blvd ,Chicago,60612,AUSL Schools,Not on Probation,Level 2,No,Average,57,-87.6930162,41.88282068,27,EAST GARFIELD PARK,2,13
610365,Mary McLeod Bethune Elementary School,3030 W Arthington St ,Chicago,60612,AUSL Schools,Probation,Level 3,No,Average,53,-87.70216173,41.87019518,27,EAST GARFIELD PARK,28,11
610535,Mason High School,4217 W 18th St ,Chicago,60623,West Side High School Network,Not on Probation,Not Enough Data,No,Average,50,-87.73049117,41.85685194,29,NORTH LAWNDALE,24,10
610240,Matthew A Henson Elementary School,1326 S Avers Ave ,Chicago,60623,Austin-North Lawndale Elementary Network,Probation,Level 3,No,Weak,37,-87.72158636,41.86356038,29,NORTH LAWNDALE,24,10
609935,Matthew Gallistel Elementary Language Academy,10347 S Ewing Ave ,Chicago,60617,Lake Calumet Elementary Network,Not on Probation,Level 2,No,Average,49,-87.53513861,41.70682232,52,EAST SIDE,10,4
610362,Medgar Evers Elementary School,9811 S Lowe Ave ,Chicago,60628,Rock Island Elementary Network,Not on Probation,Level 1,No,Weak,27,-87.63926881,41.7156643,73,WASHINGTON HEIGHTS,21,22
609928,Melville W Fuller Elementary School,4214 S Saint Lawrence Ave ,Chicago,60653,Burnham Park Elementary Network,Probation,Level 3,No,Weak,22,-87.61182077,41.8180061,38,GRAND BOULEVARD,4,2
610055,Michael Faraday Elementary School,3250 W Monroe St ,Chicago,60624,Garfield-Humboldt Elementary Network,Not on Probation,Level 2,No,Weak,35,-87.70808199,41.87974117,27,EAST GARFIELD PARK,28,11
609832,Michael M Byrne Elementary School,5329 S Oak Park Ave ,Chicago,60638,Midway Elementary Network,Probation,Level 3,No,Strong,63,-87.79150778,41.79503029,56,GARFIELD RIDGE,23,8
610244,Michele Clark Academic Prep Magnet High School,5101 W Harrison St ,Chicago,60644,West Side High School Network,Probation,Level 3,No,NDA,,-87.75335467,41.87285714,25,AUSTIN,24,15
610208,Mildred I Lavizzo Elementary School,138 W 109th St ,Chicago,60628,Rock Island Elementary Network,Probation,Level 3,No,Very Weak,15,-87.62713349,41.69628998,49,ROSELAND,34,5
609830,Milton Brunson Math & Science Specialty Elementary School ,932 N Central Ave ,Chicago,60651,Austin-North Lawndale Elementary Network,Probation,Level 3,No,Weak,30,-87.76564297,41.89767761,25,AUSTIN,29,15
610011,Minnie Mars Jamieson Elementary School,5650 N Mozart St ,Chicago,60659,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Strong,64,-87.70056525,41.98461372,2,WEST RIDGE,40,20
610018,Miriam G Canter Middle School,4959 S Blackstone Ave ,Chicago,60615,Burnham Park Elementary Network,Probation,Level 3,No,Average,57,-87.59039494,41.80434474,39,KENWOOD,4,2
609725,Morgan Park High School,1744 W Pryor Ave ,Chicago,60643,Far South Side High School Network,Not on Probation,Level 2,No,Average,40,-87.66564309,41.69206041,75,MORGAN PARK,19,22
610257,Morton School of Excellence,431 N Troy St ,Chicago,60612,AUSL Schools,Probation,Level 1,No,Average,53,-87.7049885,41.88928666,23,HUMBOLDT PARK,27,13
610075,Moses Montefiore Special Elementary School,1310 S Ashland Ave ,Chicago,60608,Fulton Elementary Network,Not Applicable,Level 3,No,Weak,28,-87.66648084,41.86471954,28,NEAR WEST SIDE,2,12
610082,Mount Greenwood Elementary School,10841 S Homan Ave ,Chicago,60655,Rock Island Elementary Network,Not on Probation,Level 1,No,Very Strong,84,-87.70577383,41.69574845,74,MOUNT GREENWOOD,19,22
610086,Mount Vernon Elementary School,10540 S Morgan St ,Chicago,60643,Rock Island Elementary Network,Not on Probation,Level 2,No,Weak,31,-87.64768959,41.70196704,73,WASHINGTON HEIGHTS,34,22
610385,Multicultural Academy of Scholarship,3120 S Kostner Ave ,Chicago,60623,West Side High School Network,Probation,Level 2,No,Average,48,-87.73419465,41.83601953,30,SOUTH LAWNDALE,22,10
609806,Myra Bradwell Communications Arts & Sciences Elementary School,7736 S Burnham Ave ,Chicago,60649,AUSL Schools,Probation,Level 3,No,Weak,31,-87.55717881,41.7543734,43,SOUTH SHORE,7,4
609952,Nathanael Greene Elementary School,3525 S Honore ,Chicago,60609,Pershing Elementary Network,Not on Probation,Level 2,Yes,NDA,,-87.67145551,41.82966356,59,MCKINLEY PARK,11,9
609960,Nathan Hale Elementary School,6140 S Melvina ,Chicago,60638,Midway Elementary Network,Not on Probation,Level 2,No,Average,55,-87.77661589,41.78020486,64,CLEARING,23,8
610134,Nathaniel Pope Elementary School,1852 S Albany Ave ,Chicago,60623,Austin-North Lawndale Elementary Network,Probation,Level 3,No,Average,48,-87.70299144,41.85570712,29,NORTH LAWNDALE,24,10
610348,Nathan R Goldblatt Elementary School,4257 W Adams St ,Chicago,60624,Garfield-Humboldt Elementary Network,Probation,Level 3,No,Average,49,-87.73273021,41.87778081,26,WEST GARFIELD PARK,28,11
609876,Nathan S Davis Elementary School,3014 W 39th Pl ,Chicago,60632,Pershing Elementary Network,Not on Probation,Level 1,No,Average,43,-87.70022859,41.8218786,58,BRIGHTON PARK,14,9
