School_ID,NAME_OF_SCHOOL,Street_Address,City,ZIP_Code,Network_Manager,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon ,SAFETY_SCORE,Longitude,Latitude,COMMUNITY_AREA_NUMBER,COMMUNITY_AREA_NAME,Ward,Police_District
610231,National Teachers Elementary Academy,55 W Cermak Rd ,Chicago,60616,AUSL Schools,Not on Probation,Level 1,No,Strong,67,-87.62928114,41.85277255,33,NEAR SOUTH SIDE,3,1
609692,Neal F Simeon Career Academy High School,8147 S Vincennes Ave ,Chicago,60620,South Side High School Network,Probation,Level 3,No,Average,52,-87.63537,41.74579217,44,CHATHAM,21,6
610085,Near North Elementary School,739 N Ada St ,Chicago,60642,Fulton Elementary Network,Not Applicable,Level 3,No,Average,50,-87.66123981,41.89551132,24,WEST TOWN,27,13
610284,New Field Elementary School,1707 W Morse Ave ,Chicago,60626,Ravenswood-Ridge Elementary Network,Not on Probation,Level 2,No,NDA,,-87.67315753,42.00767533,1,ROGERS PARK,49,24
610323,New Millennium High School of Health at Bowen,2710 E 89th St ,Chicago,60617,South Side High School Network,Probation,Level 3,No,Very Weak,17,-87.55775263,41.73376107,46,SOUTH CHICAGO,7,4
609792,Newton Bateman Elementary School,4220 N Richmond St ,Chicago,60618,O'Hare Elementary Network,Not on Probation,Level 2,No,Average,55,-87.70218806,41.95823045,16,IRVING PARK,33,17
609730,Nicholas Senn High School,5900 N Glenwood Ave ,Chicago,60660,North-Northwest Side High School Network,Probation,Level 3,No,Average,48,-87.66526222,41.98905063,77,EDGEWATER,48,20
609793,Nicholson Technology Academy,6006 S Peoria St ,Chicago,60621,Englewood-Gresham Elementary Network,Not on Probation,Level 2,No,Average,48,-87.64748868,41.7849277,68,ENGLEWOOD,16,7
609961,Ninos Heroes Elementary Academic Center,8344 S Commercial Ave ,Chicago,60617,Skyway Elementary Network,Probation,Level 2,No,Weak,36,-87.55189813,41.74374969,46,SOUTH CHICAGO,10,4
609810,Norman A Bridge Elementary School,3800 N New England Ave ,Chicago,60634,O'Hare Elementary Network,Not on Probation,Level 2,No,Strong,67,-87.79870722,41.94915063,17,DUNNING,38,16
609691,North-Grand High School,4338 W Wabansia Ave ,Chicago,60639,West Side High School Network,Probation,Level 2,No,Average,42,-87.73525151,41.91170094,23,HUMBOLDT PARK,31,25
610354,North River Elementary School,4416 N Troy St ,Chicago,60625,O'Hare Elementary Network,Not on Probation,Level 2,No,Strong,67,-87.70718808,41.96173669,14,ALBANY PARK,33,17
609749,Northside College Preparatory High School,5501 N Kedzie Ave ,Chicago,60625,North-Northwest Side High School Network,Not on Probation,Level 1,No,Very Strong,99,-87.70867192,41.98135196,13,NORTH PARK,40,17
609762,Percy L Julian High School,10330 S Elizabeth St ,Chicago,60643,Far South Side High School Network,Probation,Level 3,No,Weak,28,-87.65378585,41.70585971,73,WASHINGTON HEIGHTS,21,22
609744,Northside Learning Center High School,3730 W Bryn Mawr Ave ,Chicago,60659,North-Northwest Side High School Network,Not Applicable,Not Enough Data,No,Very Strong,99,-87.72238881,41.98299994,13,NORTH PARK,39,17
610051,Northwest Middle School,5252 W Palmer St ,Chicago,60639,Fullerton Elementary Network,Probation,Level 3,No,Weak,34,-87.75820003,41.92053845,19,BELMONT CRAGIN,37,25
610099,Norwood Park Elementary School,5900 N Nina Ave ,Chicago,60631,O'Hare Elementary Network,Not on Probation,Level 1,No,Very Strong,99,-87.80299207,41.98818136,10,NORWOOD PARK,41,16
610529,Ogden International High School,1250 W Erie St ,Chicago,60622,North-Northwest Side High School Network,Not on Probation,Not Enough Data,No,Average,56,-87.65936676,41.8935757,24,WEST TOWN,27,13
610201,Ole A Thorp Elementary Scholastic Academy,6024 W Warwick Ave ,Chicago,60634,O'Hare Elementary Network,Not on Probation,Level 1,No,Strong,70,-87.77764028,41.94859865,17,DUNNING,38,16
610300,Oliver S Westcott Elementary School,409 W 80th St ,Chicago,60620,Skyway Elementary Network,Probation,Level 2,No,Weak,30,-87.63478949,41.74884018,44,CHATHAM,21,6
609997,Oliver Wendell Holmes Elementary School,955 W Garfield Blvd ,Chicago,60621,Englewood-Gresham Elementary Network,Probation,Level 3,No,Weak,21,-87.64977785,41.79376044,68,ENGLEWOOD,16,7
610105,Oriole Park Elementary School,5424 N Oketo Ave ,Chicago,60656,O'Hare Elementary Network,Not on Probation,Level 1,No,Very Strong,99,-87.81209057,41.97851501,10,NORWOOD PARK,41,16
610329,Orozco Fine Arts & Sciences Elementary School,1940 W 18th St ,Chicago,60608,Pilsen-Little Village Elementary Network,Not on Probation,Level 1,No,Average,55,-87.67519253,41.85778248,31,LOWER WEST SIDE,25,12
610389,Orr Academy High School,730 N Pulaski Rd ,Chicago,60624,AUSL Schools,Probation,Level 3,No,NDA,,-87.72620305,41.89444828,23,HUMBOLDT PARK,28,11
609811,Orville T Bright Elementary School,10740 S Calhoun Ave ,Chicago,60617,Lake Calumet Elementary Network,Probation,Level 3,No,Very Weak,18,-87.56212104,41.69973969,51,SOUTH DEERING,10,4
610367,Oscar DePriest Elementary School,139 S Parkside Ave ,Chicago,60644,Austin-North Lawndale Elementary Network,Probation,Level 2,No,Weak,35,-87.7662615,41.87799914,25,AUSTIN,29,15
610059,Oscar F Mayer Elementary School,2250 N Clifton Ave ,Chicago,60614,Fullerton Elementary Network,Not on Probation,Level 2,No,Strong,67,-87.65732331,41.92317657,7,LINCOLN PARK,32,18
610021,Pablo Casals Elementary School,3501 W Potomac Ave ,Chicago,60651,Garfield-Humboldt Elementary Network,Probation,Level 3,No,NDA,,-87.71427105,41.90447488,23,HUMBOLDT PARK,26,14
610115,Park Manor Elementary School,7037 S Rhodes Ave ,Chicago,60637,Skyway Elementary Network,Probation,Level 3,No,Weak,28,-87.61150917,41.76648584,69,GREATER GRAND CROSSING,6,3
610116,Parkside Elementary Community Academy,6938 S East End Ave ,Chicago,60649,Skyway Elementary Network,Probation,Level 3,No,NDA,,-87.58299131,41.76856599,43,SOUTH SHORE,5,3
609988,Patrick Henry Elementary School,4250 N Saint Louis Ave ,Chicago,60618,O'Hare Elementary Network,Not on Probation,Level 1,No,Average,45,-87.71566829,41.95896179,16,IRVING PARK,33,17
610003,Paul Cuffe Math-Science Technology Academy Elementary School,8324 S Racine Ave ,Chicago,60620,Englewood-Gresham Elementary Network,Probation,Level 3,No,Average,51,-87.65366994,41.74244489,71,AUBURN GRESHAM,21,6
609676,Paul Laurence Dunbar Career Academy High School,3000 S King Dr ,Chicago,60616,South Side High School Network,Probation,Level 3,No,Weak,29,-87.61767315,41.84018775,35,DOUGLAS,2,1
610146,Paul Revere Elementary School,1010 E 72nd St ,Chicago,60619,Skyway Elementary Network,Probation,Level 3,No,Weak,36,-87.60017165,41.76422335,69,GREATER GRAND CROSSING,5,3
609707,Paul Robeson High School,6835 S Normal Blvd ,Chicago,60621,Southwest Side High School Network,Probation,Level 3,No,Weak,29,-87.63711641,41.76973341,68,ENGLEWOOD,6,7
609791,Perkins Bass Elementary School,1140 W 66th St ,Chicago,60621,Englewood-Gresham Elementary Network,Probation,Level 3,No,Weak,28,-87.65354234,41.77427377,68,ENGLEWOOD,17,7
610395,Pershing West Middle School,3200 S Calumet Ave ,Chicago,60616,Burnham Park Elementary Network,Not on Probation,Level 2,No,Average,46,-87.61837372,41.83649005,35,DOUGLAS,2,2
610145,Peter A Reinberg Elementary School,3425 N Major Ave ,Chicago,60634,O'Hare Elementary Network,Not on Probation,Level 1,No,Strong,60,-87.76894541,41.94300407,15,PORTAGE PARK,38,16
609867,Peter Cooper Elementary Dual Language Academy,1624 W 19th St ,Chicago,60608,Pilsen-Little Village Elementary Network,Not on Probation,Level 2,No,NDA,,-87.66724753,41.85605839,31,LOWER WEST SIDE,25,12
610147,Philip Rogers Elementary School,7345 N Washtenaw Ave ,Chicago,60645,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Very Strong,81,-87.69714858,42.01526618,2,WEST RIDGE,50,24
609777,Phillip D Armour Elementary School,950 W 33rd Pl ,Chicago,60608,Pershing Elementary Network,Probation,Level 2,No,Weak,36,-87.65061898,41.8338821,60,BRIDGEPORT,11,9
610090,Phillip Murray Elementary Language Academy,5335 S Kenwood Ave ,Chicago,60615,Burnham Park Elementary Network,Not on Probation,Level 2,No,Strong,66,-87.59330352,41.79852501,41,HYDE PARK,4,2
609981,Phobe Apperson Hearst Elementary School,4640 S Lamon Ave ,Chicago,60638,Midway Elementary Network,Probation,Level 3,No,Weak,33,-87.74576315,41.80818821,56,GARFIELD RIDGE,23,8
610304,Phoenix Military Academy High School,145 S Campbell Ave ,Chicago,60612,West Side High School Network,Not on Probation,Level 1,No,Average,53,-87.68865058,41.87885054,28,NEAR WEST SIDE,2,11
610013,Pilsen Elementary Community Academy,1420 W 17th St ,Chicago,60608,Pilsen-Little Village Elementary Network,Not on Probation,Level 1,No,Average,43,-87.6622254,41.85887606,31,LOWER WEST SIDE,25,12
610135,Portage Park Elementary School,5330 W Berteau Ave ,Chicago,60641,O'Hare Elementary Network,Not on Probation,Level 2,No,Strong,62,-87.76100593,41.9570151,15,PORTAGE PARK,38,16
610138,Pulaski International Academy Elmentary School,2230 W McLean Ave ,Chicago,60647,Fullerton Elementary Network,Not on Probation,Level 1,No,Strong,68,-87.68380061,41.91851374,22,LOGAN SQUARE,32,14
609842,Rachel Carson Elementary School,5516 S Maplewood Ave ,Chicago,60629,Midway Elementary Network,Not on Probation,Level 2,No,Weak,38,-87.68783576,41.79325514,63,GAGE PARK,16,8
609902,Ralph H Metcalfe Elementary Community Academy,12339 S Normal Ave ,Chicago,60628,Lake Calumet Elementary Network,Probation,Level 3,No,NDA,,-87.63426928,41.6694559,53,WEST PULLMAN,34,5
610141,Ravenswood Elementary School,4332 N Paulina St ,Chicago,60613,Ravenswood-Ridge Elementary Network,Not on Probation,Level 2,No,Average,46,-87.67095905,41.96074129,6,LAKE VIEW,47,19
609769,Ray Graham Training Center High School,2347 S Wabash Ave ,Chicago,60616,South Side High School Network,Not Applicable,Not Enough Data,No,Very Strong,90,-87.6252787,41.84969736,33,NEAR SOUTH SIDE,2,1
609903,Richard Edwards Elementary School,4815 S Karlov Ave ,Chicago,60632,Midway Elementary Network,Not on Probation,Level 2,No,Average,48,-87.72581893,41.80552325,57,ARCHER HEIGHTS,14,8
610291,Richard Henry Lee Elementary School,6448 S Tripp Ave ,Chicago,60629,Midway Elementary Network,Not on Probation,Level 2,No,Average,59,-87.72892174,41.77532831,65,WEST LAWN,13,8
610239,Richard J Daley Elementary Academy,5024 S Wolcott Ave ,Chicago,60609,Pershing Elementary Network,Not on Probation,Level 2,No,Weak,29,-87.67224309,41.80234381,61,NEW CITY,16,9
610102,Richard J Oglesby Elementary School,7646 S Green St ,Chicago,60620,Englewood-Gresham Elementary Network,Probation,Level 3,No,Average,44,-87.64550666,41.75469091,71,AUBURN GRESHAM,17,6
609702,Richard T Crane Technical Preparatory High School,2245 W Jackson Blvd ,Chicago,60612,West Side High School Network,Probation,Level 3,No,Average,43,-87.68324922,41.87747384,28,NEAR WEST SIDE,2,12
610234,Richard Yates Elementary School,1839 N Richmond St ,Chicago,60647,Fullerton Elementary Network,Probation,Level 3,No,Average,42,-87.70024324,41.91502858,22,LOGAN SQUARE,35,14
609695,Roald Amundsen High School,5110 N Damen Ave ,Chicago,60625,North-Northwest Side High School Network,Probation,Level 3,No,Average,51,-87.67952139,41.97507922,4,LINCOLN SQUARE,47,20
610350,Robert A Black Magnet Elementary School,9101 S Euclid Ave ,Chicago,60619,Skyway Elementary Network,Not on Probation,Level 1,No,Strong,68,-87.57660534,41.72965645,48,CALUMET HEIGHTS,8,4
609906,Robert Emmet Elementary School,5500 W Madison St ,Chicago,60644,Austin-North Lawndale Elementary Network,Not on Probation,Level 2,No,Weak,37,-87.76327497,41.88037642,25,AUSTIN,29,15
609929,Robert Fulton Elementary School,5300 S Hermitage Ave ,Chicago,60609,Pershing Elementary Network,Probation,Level 2,No,Average,46,-87.66847093,41.79754288,61,NEW CITY,16,9
609979,Robert Healy Elementary School,3010 S Parnell Ave ,Chicago,60616,Pershing Elementary Network,Not on Probation,Level 1,No,Strong,63,-87.64037683,41.83957045,60,BRIDGEPORT,11,9
610045,Robert H Lawrence Elementary School,9928 S Crandon Ave ,Chicago,60617,Lake Calumet Elementary Network,Probation,Level 3,No,Very Weak,19,-87.56716721,41.71440176,51,SOUTH DEERING,7,4
609956,Robert L Grimes Elementary School,5450 W 64th Pl ,Chicago,60638,Midway Elementary Network,Not on Probation,Level 1,No,Strong,79,-87.75876919,41.77549238,64,CLEARING,13,8
610391,Robert Lindblom Math & Science Academy High School,6130 S Wolcott Ave ,Chicago,60636,Southwest Side High School Network,Not on Probation,Level 1,No,Strong,66,-87.67169858,41.7820428,67,WEST ENGLEWOOD,15,7
610252,Robert Nathaniel Dett Elementary School,2306 W Maypole Ave ,Chicago,60612,Fulton Elementary Network,Not on Probation,Level 1,No,Average,48,-87.68472465,41.88401623,28,NEAR WEST SIDE,2,13
609759,Roberto Clemente Community Academy High School,1147 N Western Ave ,Chicago,60622,West Side High School Network,Probation,Level 2,No,Average,44,-87.68686934,41.90262318,24,WEST TOWN,1,13
610029,Rodolfo Lozano Bilingual & International Center Elementary School,1501 N Greenview Ave ,Chicago,60622,Fulton Elementary Network,Not on Probation,Level 2,No,Average,55,-87.66505758,41.90891372,24,WEST TOWN,32,14
609733,Roger C Sullivan High School,6631 N Bosworth Ave ,Chicago,60626,North-Northwest Side High School Network,Probation,Level 3,No,Weak,30,-87.66915533,42.00268694,1,ROGERS PARK,40,24
610091,Ronald Brown Elementary Community Academy,12607 S Union Ave ,Chicago,60628,Lake Calumet Elementary Network,Not on Probation,Level 2,No,Weak,31,-87.63892027,41.66484509,53,WEST PULLMAN,9,5
610282,Ronald E McNair Elementary School,4820 W Walton St ,Chicago,60651,Austin-North Lawndale Elementary Network,Probation,Level 3,No,Weak,31,-87.74674645,41.8978464,25,AUSTIN,37,15
609826,Rosario Castellanos Elementary School,2524 S Central Park Ave ,Chicago,60623,Pilsen-Little Village Elementary Network,Not on Probation,Level 2,No,Weak,36,-87.71496352,41.84544296,30,SOUTH LAWNDALE,22,10
610056,Roswell B Mason Elementary School,4217 W 18th St ,Chicago,60623,Austin-North Lawndale Elementary Network,Probation,Level 3,No,Weak,37,-87.73049117,41.85685194,29,NORTH LAWNDALE,24,10
610027,Rudyard Kipling Elementary School,9351 S Lowe Ave ,Chicago,60620,Rock Island Elementary Network,Not on Probation,Level 2,No,Average,52,-87.63948475,41.72365391,73,WASHINGTON HEIGHTS,21,22
610250,Rueben Salazar Elementary Bilingual Center,160 W Wendell St ,Chicago,60610,Fullerton Elementary Network,Not on Probation,Level 2,No,Strong,64,-87.63373912,41.90144445,8,NEAR NORTH SIDE,43,18
609995,Rufus M Hitch Elementary School,5625 N McVicker Ave ,Chicago,60646,O'Hare Elementary Network,Not on Probation,Level 1,Yes,Strong,64,-87.77908614,41.98367756,10,NORWOOD PARK,45,16
609853,Salmon P Chase Elementary School,2021 N Point St ,Chicago,60647,Fullerton Elementary Network,Not on Probation,Level 2,No,Average,55,-87.69454144,41.91801539,22,LOGAN SQUARE,1,14
609943,Samuel Gompers Fine Arts Options Elementary School,12302 S State St ,Chicago,60628,Lake Calumet Elementary Network,Not on Probation,Level 2,No,Weak,34,-87.62258098,41.67058298,53,WEST PULLMAN,9,5
610155,Sauganash Elementary School,6040 N Kilpatrick Ave ,Chicago,60646,O'Hare Elementary Network,Not on Probation,Level 1,No,Very Strong,99,-87.74599137,41.99117332,12,FOREST GLEN,39,17
609805,Scott Joplin Elementary School,7931 S Honore St ,Chicago,60620,Englewood-Gresham Elementary Network,Probation,Level 3,No,Weak,35,-87.66932903,41.74934082,71,AUBURN GRESHAM,18,6
609968,Sharon Christa McAuliffe Elementary School,1841 N Springfield Ave ,Chicago,60647,Fullerton Elementary Network,Probation,Level 3,Yes,NDA,,-87.72389409,41.91480732,20,HERMOSA,30,25
610157,Sidney Sawyer Elementary School,5248 S Sawyer Ave ,Chicago,60632,Midway Elementary Network,Not on Probation,Level 2,No,Average,57,-87.70504311,41.79752155,63,GAGE PARK,14,8
610283,Simon Guggenheim Elementary School,7141 S Morgan St ,Chicago,60621,Englewood-Gresham Elementary Network,Probation,Level 3,No,Weak,30,-87.64908807,41.76391032,68,ENGLEWOOD,17,7
610521,Sir Miles Davis Magnet Elementary Academy,6730 S Paulina St ,Chicago,60636,Englewood-Gresham Elementary Network,Probation,Level 3,No,Weak,35,-87.66656657,41.77122181,67,WEST ENGLEWOOD,15,7
610534,Skinner North,640 W Scott St ,Chicago,60610,Fullerton Elementary Network,Not on Probation,Not Enough Data,No,NDA,,-87.64483441,41.9051367,8,NEAR NORTH SIDE,27,18
610226,Socorro Sandoval Elementary School,5534 S Saint Louis Ave ,Chicago,60629,Midway Elementary Network,Probation,Level 3,No,NDA,,-87.71102417,41.79235177,63,GAGE PARK,14,8
610160,Songhai Elementary Learning Institute,11725 S Perry Ave ,Chicago,60628,Lake Calumet Elementary Network,Probation,Level 3,No,Very Weak,17,-87.62505762,41.68086831,53,WEST PULLMAN,34,5
609990,South Loop Elementary School,1212 S Plymouth Ct ,Chicago,60605,Burnham Park Elementary Network,Not on Probation,Level 1,No,Very Strong,84,-87.62865124,41.86685634,33,NEAR SOUTH SIDE,2,1
610530,South Shore Fine Arts Academy,1415 E 70th St ,Chicago,60637,Skyway Elementary Network,Not on Probation,Not Enough Data,No,NDA,,-87.59039017,41.76772772,43,SOUTH SHORE,5,3
609745,Southside Occupational Academy High School,7342 S Hoyne Ave ,Chicago,60636,Southwest Side High School Network,Not Applicable,Not Enough Data,No,NDA,,-87.6759838,41.75986813,67,WEST ENGLEWOOD,17,7
610183,Spencer Technology Academy,214 N Lavergne Ave ,Chicago,60644,Austin-North Lawndale Elementary Network,Not on Probation,Level 2,No,Weak,35,-87.75048169,41.88488257,25,AUSTIN,28,15
610357,Spry Community Links High School,2400 S Marshall Blvd ,Chicago,60623,West Side High School Network,Not on Probation,Level 2,No,Strong,70,-87.69912725,41.84815451,30,SOUTH LAWNDALE,12,10
609880,Stephen Decatur Classical Elementary School,7030 N Sacramento Ave ,Chicago,60645,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Very Strong,99,-87.70465502,42.00930696,2,WEST RIDGE,50,24
609933,Stephen F Gale Elementary Community Academy,1631 W Jonquil Ter ,Chicago,60626,Ravenswood-Ridge Elementary Network,Probation,Level 3,No,Weak,39,-87.67196481,42.02106425,1,ROGERS PARK,49,24
609976,Stephen K Hayt Elementary School,1518 W Granville Ave ,Chicago,60660,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Strong,72,-87.6685227,41.99456814,77,EDGEWATER,40,24
609724,Stephen T Mather High School,5835 N Lincoln Ave ,Chicago,60659,North-Northwest Side High School Network,Not on Probation,Level 2,No,Average,58,-87.70244871,41.9875954,2,WEST RIDGE,40,20
610191,Stone Elementary Scholastic Academy,6239 N Leavitt St ,Chicago,60659,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Strong,78,-87.68475636,41.99536777,2,WEST RIDGE,50,24
610405,Suder Montessori Magnet Elementary School,2022 W Washington Blvd ,Chicago,60612,Fulton Elementary Network,Not on Probation,Level 1,No,NDA,,-87.67764871,41.88324176,28,NEAR WEST SIDE,2,13
610249,Talman Elementary School,5450 S Talman Ave ,Chicago,60632,Midway Elementary Network,Not on Probation,Level 1,No,Very Strong,99,-87.6902983,41.79407382,63,GAGE PARK,14,9
610396,Tarkington School of Excellence Elementary School,3330 W 71st St ,Chicago,60629,AUSL Schools,Not on Probation,Level 2,No,Average,48,-87.70642093,41.76443483,66,CHICAGO LAWN,18,8
610506,TEAM Englewood Community Academy High School,6201 S Stewart Ave ,Chicago,60621,Southwest Side High School Network,Probation,Level 2,No,Average,45,-87.63494163,41.7814927,68,ENGLEWOOD,20,7
609921,Telpochcalli Elementary School,2832 W 24th Blvd ,Chicago,60623,Pilsen-Little Village Elementary Network,Probation,Level 3,No,Average,42,-87.6966316,41.84797834,30,SOUTH LAWNDALE,12,10
609991,Theodore Herzl Elementary School,3711 W Douglas Blvd ,Chicago,60623,Austin-North Lawndale Elementary Network,Probation,Level 3,No,Average,41,-87.71825927,41.86225473,29,NORTH LAWNDALE,24,10
609728,Theodore Roosevelt High School,3436 W Wilson Ave ,Chicago,60625,North-Northwest Side High School Network,Probation,Level 3,No,Average,42,-87.71483051,41.96485522,14,ALBANY PARK,33,17
610178,Theophilus Schmid Elementary School,9755 S Greenwood Ave ,Chicago,60628,Lake Calumet Elementary Network,Not on Probation,Level 2,No,Average,46,-87.59689622,41.71701772,50,PULLMAN,8,5
609794,Thomas A Edison Regional Gifted Center Elementary School,4929 N Sawyer Ave ,Chicago,60625,O'Hare Elementary Network,Not on Probation,Level 1,No,Very Strong,91,-87.70962725,41.9711433,14,ALBANY PARK,39,17
609987,Thomas A Hendricks Elementary Community Academy,4316 S Princeton Ave ,Chicago,60609,Pershing Elementary Network,Probation,Level 3,No,Weak,33,-87.63370133,41.81579314,37,FULLER PARK,3,9
609851,Thomas Chalmers Specialty Elementary School,2745 W Roosevelt Rd ,Chicago,60608,Austin-North Lawndale Elementary Network,Probation,Level 3,No,Weak,34,-87.69526079,41.8664078,29,NORTH LAWNDALE,28,10
609896,Thomas Drummond Elementary School,1845 W Cortland St ,Chicago,60622,Fullerton Elementary Network,Not on Probation,Level 1,No,Strong,72,-87.67449563,41.91588634,22,LOGAN SQUARE,32,14
610002,Thomas Hoyne Elementary School,8905 S Crandon Ave ,Chicago,60617,Skyway Elementary Network,Not on Probation,Level 1,No,Strong,67,-87.5681905,41.73330693,48,CALUMET HEIGHTS,7,4
610295,Thomas J Higgins Elementary Community Academy,11710 S Morgan St ,Chicago,60643,Lake Calumet Elementary Network,Not on Probation,Level 1,No,NDA,,-87.64702985,41.68100687,53,WEST PULLMAN,34,5
610220,Thomas J Waters Elementary School,4540 N Campbell Ave ,Chicago,60625,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Very Strong,85,-87.69136881,41.96434835,4,LINCOLN SQUARE,47,19
609715,Thomas Kelly High School,4136 S California Ave ,Chicago,60632,Southwest Side High School Network,Not on Probation,Level 2,No,Weak,36,-87.69467483,41.81871101,58,BRIGHTON PARK,14,9
610321,Thurgood Marshall Middle School,3900 N Lawndale Ave ,Chicago,60618,O'Hare Elementary Network,Probation,Level 3,No,Weak,39,-87.72035833,41.9520236,16,IRVING PARK,39,17
609895,Turner-Drew Elementary Language Academy,9300 S Princeton Ave ,Chicago,60620,Rock Island Elementary Network,Not on Probation,Level 1,No,Average,56,-87.6302048,41.72560849,49,ROSELAND,21,6
610394,Uplift Community High School,900 W Wilson Ave ,Chicago,60640,North-Northwest Side High School Network,Not on Probation,Level 2,No,Average,50,-87.65252191,41.96557412,3,UPTOWN,46,19
610504,Velma F Thomas Early Childhood Center,3625 S Hoyne Ave ,Chicago,60609,Pershing Elementary Network,NDA,NDA,No,NDA,,-87.67750501,41.82776914,59,MCKINLEY PARK,11,9
609989,Victor Herbert Elementary School,2131 W Monroe St ,Chicago,60612,Fulton Elementary Network,Not on Probation,Level 1,No,Average,50,-87.68031236,41.87984242,28,NEAR WEST SIDE,2,12
609944,Virgil Grissom Elementary School,12810 S Escanaba Ave ,Chicago,60633,Lake Calumet Elementary Network,Not on Probation,Level 2,No,Strong,62,-87.55334334,41.66245712,55,HEGEWISCH,10,4
610518,VOISE Academy High School,231 N Pine Ave ,Chicago,60644,West Side High School Network,Probation,Level 2,No,Average,42,-87.76321191,41.88520477,25,AUSTIN,28,15
610363,Walt Disney Magnet Elementary School,4140 N Marine Dr ,Chicago,60613,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,NDA,,-87.6461175,41.95680712,3,UPTOWN,46,19
610095,Walter L Newberry Math & Science Academy Elementary School,700 W Willow St ,Chicago,60614,Fullerton Elementary Network,Not on Probation,Level 1,No,Strong,71,-87.64601501,41.91397435,7,LINCOLN PARK,43,18
609680,Walter Payton College Preparatory High School,1034 N Wells St ,Chicago,60610,North-Northwest Side High School Network,Not on Probation,Level 1,No,Very Strong,98,-87.63453744,41.90155157,8,NEAR NORTH SIDE,27,18
609955,Walter Q Gresham Elementary School,8524 S Green St ,Chicago,60620,Englewood-Gresham Elementary Network,Probation,Level 2,No,Weak,25,-87.64506169,41.73891334,71,AUBURN GRESHAM,21,6
610264,Walter Reed Elementary School,6350 S Stewart Ave ,Chicago,60621,Englewood-Gresham Elementary Network,Probation,Level 2,No,Weak,29,-87.63515406,41.77839545,68,ENGLEWOOD,20,7
609855,Walter S Christopher Elementary School,5042 S Artesian Ave ,Chicago,60632,Midway Elementary Network,Probation,Level 3,No,NDA,,-87.68564411,41.8016744,63,GAGE PARK,14,9
610179,Washington D Smyser Elementary School,4310 N Melvina Ave ,Chicago,60634,O'Hare Elementary Network,Not on Probation,Level 1,No,Average,55,-87.78201198,41.95889037,15,PORTAGE PARK,38,16
610121,Washington Irving Elementary School,749 S Oakley Blvd ,Chicago,60612,Fulton Elementary Network,Not on Probation,Level 2,No,Average,43,-87.68357939,41.87161238,28,NEAR WEST SIDE,25,12
609740,Wells Community Academy High School,936 N Ashland Ave ,Chicago,60622,West Side High School Network,Probation,Level 2,No,Average,51,-87.66751989,41.89900506,24,WEST TOWN,1,13
610032,Wendell E Green Elementary School,1150 W 96th St ,Chicago,60643,Rock Island Elementary Network,Not on Probation,Level 1,No,Weak,32,-87.65248591,41.71931953,73,WASHINGTON HEIGHTS,21,22
609727,Wendell Phillips Academy High School,244 E Pershing Rd ,Chicago,60653,AUSL Schools,Probation,Level 3,No,NDA,,-87.61978794,41.82390751,35,DOUGLAS,3,2
609978,Wendell Smith Elementary School,744 E 103rd St ,Chicago,60628,Lake Calumet Elementary Network,Probation,Level 3,No,Weak,22,-87.60468711,41.70758462,50,PULLMAN,8,5
610100,West Park Elementary Academy,1425 N Tripp Ave ,Chicago,60651,Garfield-Humboldt Elementary Network,Probation,Level 3,No,Weak,29,-87.73240646,41.90691024,23,HUMBOLDT PARK,37,25
610224,West Pullman Elementary School,11941 S Parnell Ave ,Chicago,60628,Lake Calumet Elementary Network,Probation,Level 3,No,Weak,23,-87.63570683,41.67666008,53,WEST PULLMAN,34,5
610542,West Ridge Elementary School,6700 N Whipple St ,Chicago,60645,Ravenswood-Ridge Elementary Network,Not on Probation,Not Enough Data,No,Strong,67,-87.70595357,42.00299575,2,WEST RIDGE,50,24
609755,Whitney M Young Magnet High School,211 S Laflin St ,Chicago,60607,West Side High School Network,Not on Probation,Level 1,No,Very Strong,95,-87.66419634,41.87859028,28,NEAR WEST SIDE,2,12
610230,Wildwood Elementary School,6950 N Hiawatha Ave ,Chicago,60646,O'Hare Elementary Network,Not on Probation,Level 1,No,Very Strong,99,-87.77837089,42.00747007,12,FOREST GLEN,41,16
610251,Willa Cather Elementary School,2908 W Washington Blvd ,Chicago,60612,Garfield-Humboldt Elementary Network,Not on Probation,Level 1,No,Strong,69,-87.69922315,41.882977,27,EAST GARFIELD PARK,2,13
610299,William A Hinton Elementary School,644 W 71st St ,Chicago,60621,Englewood-Gresham Elementary Network,Probation,Level 3,No,Very Weak,18,-87.6413274,41.76536255,68,ENGLEWOOD,6,7
610109,William Bishop Owen Scholastic Academy Elementary School,8247 S Christiana Ave ,Chicago,60652,Midway Elementary Network,Not on Probation,Level 1,No,Average,49,-87.70571301,41.74287191,70,ASHBURN,18,8
610101,William B Ogden Elementary School,24 W Walton St ,Chicago,60610,Fullerton Elementary Network,Not on Probation,Level 2,No,NDA,,-87.62928901,41.90003152,8,NEAR NORTH SIDE,42,18
