ID,CASE_NUMBER,BLOCK,IUCR,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT,WARD,COMMUNITY_AREA_NUMBER,FBICODE,YEAR,LONGITUDE,LATITUDE
10218934,HY405637,057XX S CAMPBELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,824,8,16,63,14,2015,-87.68636753,41.78962843
6620347,HP689703,081XX S LAFAYETTE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,622,6,21,44,14,2008,-87.62569667,41.74641581
6940315,HR345366,008XX W SUPERIOR ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESTAURANT,FALSE,FALSE,1323,12,27,24,14,2009,-87.64922385,41.89553111
10501619,HZ242802,046XX W 83RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,834,8,13,70,14,2016,-87.73577014,41.74203263
5053244,HM661326,035XX N NAGLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1632,16,36,17,14,2006,-87.78753023,41.94464161
2709601,HJ336995,089XX S UNIVERSITY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,413,4,8,47,14,2003,-87.5962343,41.73233066
3607386,HK694552,072XX S BENNETT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,333,3,5,43,14,2004,-87.57931687,41.76384622
3047178,HJ760939,0000X E OHIO ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1834,18,42,8,14,2003,-87.62744368,41.89247942
8690635,HV366181,021XX E 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,412,4,8,48,14,2012,-87.57165693,41.73711561
2891261,HJ563089,109XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,513,5,9,49,14,2003,-87.6207721,41.69531362
2290580,HH576932,080XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,621,6,21,71,14,2002,-87.64881501,41.7478649
6903733,HR308948,005XX N LAVERGNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,FALSE,FALSE,1532,15,28,25,14,2009,-87.75055336,41.89074702
3114653,HK100758,026XX N WHIPPLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1411,14,35,22,14,2003,-87.70367714,41.92940181
8652732,HV328581,137XX S BRAINARD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER COMMERCIAL TRANSPORTATION,TRUE,FALSE,433,4,10,55,18,2012,-87.54247201,41.64579585
8592856,HV267193,001XX W 87TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,634,6,21,44,18,2012,-87.62832169,41.73625056
2973642,HJ620738,048XX N WINTHROP AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2033,20,46,3,18,2003,-87.65763728,41.96982579
2910492,HJ557529,004XX N LARAMIE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1532,15,28,25,18,2003,-87.75534813,41.88809286
7692354,HS498920,071XX S STONY ISLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,324,3,5,43,18,2010,-87.58591505,41.7657088
4389244,HL608698,002XX S WHIPPLE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1124,11,28,27,18,2005,-87.70236867,41.87793471
1577428,G323273,007XX S CALIFORNIA AV,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1135,11,,,18,2001,-87.69589235,41.87154875
3530721,HK577020,016XX W JONQUIL TER,2024,NARCOTICS,POSS: HEROIN(WHITE),"SCHOOL, PUBLIC, GROUNDS",TRUE,FALSE,2422,24,49,1,18,2004,-87.67220843,42.0211776
10177662,HY365876,041XX W 87TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,834,8,18,70,18,2015,-87.72420818,41.73480925
7502426,HS305355,035XX S WASHTENAW AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,913,9,12,58,18,2010,-87.69234919,41.82890791
3225630,HK162357,047XX W FULTON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,1113,11,28,25,18,2004,-87.74369071,41.88537717
5989011,HN778969,100XX W OHARE ST,2027,NARCOTICS,POSS: CRACK,AIRPORT/AIRCRAFT,TRUE,FALSE,1651,16,41,76,18,2007,-87.90522722,41.97629041
8508682,HV185969,003XX S WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1125,11,2,28,18,2012,-87.68633201,41.87695909
2364511,HH657604,040XX W WILCOX ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1115,11,28,26,18,2002,-87.72626809,41.87886211
9416016,HW555338,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,26,2013,-87.70927139,41.86818094
8594622,HV268708,042XX N MARINE DR,2032,NARCOTICS,MANU/DELIVER: METHAMPHETAMINES,APARTMENT,TRUE,FALSE,1915,19,46,3,18,2012,-87.64676205,41.96004678
1448800,G170513,074XX S PAXTON AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,333,3,,,18,2001,-87.57139424,41.75902437
9012649,HW160463,071XX S MICHIGAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,323,3,6,69,18,2013,-87.62167373,41.76493695
5547866,HN355411,004XX N PINE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1523,15,28,25,18,2007,-87.76329636,41.88800087
3248961,HK190723,055XX S WELLS ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,711,7,3,68,18,2004,-87.63180906,41.79351246
8784049,HV457847,013XX S CHRISTIANA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1021,10,24,29,18,2012,-87.70925061,41.86389979
9434484,HW566855,002XX S WESTERN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,FALSE,FALSE,1225,12,2,28,18,2013,-87.68635555,41.87826548
3830058,HL141298,011XX W WILSON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,TRUE,FALSE,2311,19,46,3,18,2005,-87.65799298,41.96539325
6884465,HR281750,084XX S SAGINAW AVE,2027,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,TRUE,FALSE,423,4,7,46,18,2009,-87.56000598,41.74197479
4074763,HL342355,038XX S ROCKWELL ST,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,913,9,12,58,18,2005,-87.68973785,41.82366822
9458866,HX112183,056XX S ARTESIAN AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,824,8,16,63,18,2014,-87.68522603,41.79155672
2973220,HJ624999,006XX E 51ST ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,223,2,4,38,18,2003,-87.61048625,41.80218118
3085845,HJ618818,031XX W FIFTH AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,TRUE,FALSE,1124,11,28,27,18,2003,-87.70542885,41.87853875
7185163,HR597126,059XX S CAMPBELL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,824,8,16,66,18,2009,-87.68625382,41.78562112
5753121,HN558484,079XX S ELIZABETH ST,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,612,6,21,71,18,2007,-87.65492213,41.74941598
7097303,HR505781,008XX N HOMAN AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,ALLEY,TRUE,FALSE,1121,11,27,23,26,2009,-87.71147916,41.89683462
5715871,HN522324,051XX S EMERALD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,934,9,3,61,18,2007,-87.64409708,41.8010952
5844831,HN647052,062XX S DREXEL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,TRUE,FALSE,313,3,20,42,18,2007,-87.60432695,41.78126375
8089415,HT323138,005XX E MARQUETTE RD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,321,3,20,42,18,2011,-87.61236971,41.77484347
9419053,HW562748,051XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1533,15,28,25,18,2013,-87.75300855,41.88039991
5925338,HN719188,048XX S WOOD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,931,9,20,61,18,2007,-87.66975515,41.80574416
8006283,HT237921,017XX S HAMILTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1223,12,25,31,18,2011,-87.679683,41.85813703
10025545,HY215032,039XX W LEXINGTON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1132,11,24,26,18,2015,-87.72400857,41.87164648
3349359,HK369511,013XX W 13TH ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,TRUE,FALSE,1231,12,2,28,18,2004,-87.65998469,41.86519397
4483436,HL703172,008XX N KEELER AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1111,11,37,23,26,2005,-87.73104025,41.89622263
5372669,HM762800,119XX S PARNELL AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,524,5,34,53,26,2006,-87.63587885,41.67742542
5561014,HN370211,008XX W EASTWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2312,19,46,3,18,2007,-87.65103242,41.96643056
6780235,HR195962,039XX W 19TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1014,10,24,29,18,2009,-87.72404177,41.85500274
4746425,HM284854,006XX N RIDGEWAY AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1122,11,27,23,18,2006,-87.71989092,41.89256317
4031070,HL319228,009XX N HAMLIN AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,1112,11,27,23,18,2005,-87.72127014,41.89774891
7041136,HR447925,014XX N AVERS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,FALSE,2535,25,30,23,18,2009,-87.72277789,41.90681567
5226574,HM590293,007XX N MONTICELLO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1112,11,27,23,18,2006,,
6441121,HP513177,053XX W ADDISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1634,16,38,15,18,2008,-87.76031752,41.94595797
4044725,HL331611,009XX N LOREL AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1524,15,37,25,18,2005,-87.75939804,41.89722132
5638846,HN448271,049XX W MAYPOLE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1532,15,28,25,18,2007,-87.74822021,41.88441515
2159382,HH402660,012XX N LOCKWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2532,25,37,25,18,2002,-87.75827987,41.90353572
5625404,HN422493,078XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,624,6,6,69,18,2007,-87.60522934,41.75237205
6186267,HP263901,033XX W 38TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,913,9,12,58,18,2008,-87.7078664,41.82435289
2403623,G577663,062XX S KEDZIE AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,823,8,15,66,18,2001,-87.70330384,41.77964003
8300838,HT535175,037XX W WILSON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,1723,17,39,14,26,2011,-87.72184715,41.96466441
10811959,JA110097,019XX N HAMLIN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,2535,25,26,22,26,2017,-87.72163701,41.91626623
4750131,HM360756,071XX N PAULINA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,2423,24,49,1,26,2006,-87.67233871,42.011796
5448716,HN275969,035XX W GRAND AVE,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,DRUG STORE,FALSE,FALSE,1121,11,26,23,17,2007,-87.71554468,41.90184559
10779118,HZ544441,010XX W 51ST ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,933,9,16,61,26,2016,-87.65055125,41.80151246
4374455,HL660560,058XX S KEELER AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,TRUE,TRUE,813,8,13,62,26,2005,-87.72788695,41.78702538
7363357,HS164946,005XX W BELMONT AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,2332,19,44,6,26,2010,-87.6424738,41.94007614
6993831,HR399710,017XX W 18TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,1223,12,25,31,26,2009,-87.67017968,41.85773678
6155786,HP243837,004XX W EVERGREEN AVE,4510,OTHER OFFENSE,PROBATION VIOLATION,APARTMENT,FALSE,FALSE,1821,18,27,8,26,2008,-87.64017999,41.90649223
6054992,HP157774,047XX W BELDEN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,2522,25,31,19,26,2008,-87.74542953,41.92242233
6252456,HP340132,048XX S LAKE PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,2132,2,4,39,26,2008,,
2748713,HJ388435,015XX E 65TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,321,3,5,42,26,2003,-87.58866619,41.77694808
10931066,JA246453,034XX W BEACH AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,1422,14,26,23,26,2017,-87.71260816,41.90731274
5601454,HN407116,047XX W IRVING PARK RD,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,FALSE,TRUE,1722,17,45,15,26,2007,-87.74627323,41.95343636
10808622,JA107722,068XX W WRIGHTWOOD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,2512,25,36,18,26,2017,-87.79689879,41.92722425
2866020,HJ532105,028XX W HENDERSON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,1733,17,33,21,26,2003,-87.69919149,41.94187156
2412250,HH729144,062XX N SACRAMENTO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,2413,24,50,2,26,2002,-87.70439555,41.99464657
10015483,HY204891,011XX N PULASKI RD,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,FALSE,1112,11,27,23,26,2015,-87.7262756,41.90172993
10488465,HZ228967,016XX N MENARD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,2531,25,29,25,26,2016,-87.77030168,41.90996192
10197369,HY385205,013XX W 56TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,713,7,16,67,26,2015,-87.65884139,41.79228849
3305754,HK328402,026XX E 103RD ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL,TRUE,FALSE,431,4,10,51,26,2004,-87.68853255,41.70634533
11018984,JA349450,020XX E 79TH ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,414,4,8,46,26,2017,-87.57537386,41.75161364
3646946,HK743113,080XX S MARYLAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,631,6,8,44,26,2004,-87.60390164,41.74890306
6769056,HR185873,069XX S WOODLAWN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,321,3,5,69,26,2009,-87.59522983,41.76885361
2415583,HH692211,007XX S KENNETH AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,TRUE,FALSE,1131,11,24,26,26,2002,-87.7364659,41.87090509
11122168,JA470839,014XX E 83RD ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,FALSE,FALSE,412,4,8,45,26,2017,-87.59007138,41.74414362
9993135,HY182950,024XX W OHIO ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,1221,12,26,24,26,2014,-87.68704595,41.89210585
7255767,HR668156,006XX W 61ST ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,TRUE,TRUE,711,7,20,68,26,2009,-87.64097151,41.78344986
10493762,HZ234518,031XX W 41ST PL,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,APARTMENT,FALSE,FALSE,921,9,14,58,26,2016,-87.70304427,41.81811349
9426342,HW569852,0000X N WALLER AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,TRUE,TRUE,1513,15,29,25,26,2013,-87.76815693,41.88113134
7511512,HS314108,027XX W ARDMORE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,2011,20,40,2,26,2010,-87.69761692,41.98676632
2200712,HH463517,008XX N MICHIGAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1833,18,42,8,26,2002,-87.62411633,41.89876792
5322667,HN182437,091XX S COTTAGE GROVE AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,633,6,8,44,08A,2007,-87.60461941,41.72820456
9348957,HW493063,011XX N LOREL AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,1524,15,37,25,04A,2013,-87.75949705,41.90093203
2948095,HJ637197,011XX N KEYSTONE AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1111,11,27,23,08A,2003,-87.72749709,41.90152508
2492280,HH829588,050XX W NORTH AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2533,25,37,25,04A,2002,-87.75148075,41.909558
10574810,HZ322965,025XX S DR MARTIN LUTHER KING JR DR,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,133,1,2,33,04A,2016,-87.61732389,41.84685952
9271865,HW415978,050XX W JACKSON BLVD,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,TRUE,1533,15,28,25,04A,2013,-87.75031732,41.87671722
3943561,HL315870,015XX W 18TH PL,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,1222,12,25,31,04A,2005,-87.66467465,41.85691726
2620109,HJ222529,103XX S DOTY AVE E,553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,OTHER,TRUE,FALSE,434,4,10,51,04A,2003,-87.58070877,41.70775621
4921404,HM535930,0000X W 95TH ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,634,6,21,49,08A,2006,-87.62537818,41.72169857
10502099,HZ242203,028XX W ARTHINGTON ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,TRUE,1135,11,2,27,04A,2016,-87.69703716,41.87014181
5360488,HN213069,009XX W MARQUETTE RD,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,723,7,17,68,08A,2007,-87.64857603,41.77241673
2109180,HH343366,038XX N BROADWAY,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2324,19,46,6,08A,2002,-87.64962517,41.95188613
10950230,JA269772,038XX W MONROE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,TRUE,1122,11,28,26,04A,2017,-87.72181223,41.87980993
2065876,HH106347,047XX S FORRESTVILLE AV,560,ASSAULT,SIMPLE,STREET,TRUE,FALSE,222,2,,,08A,2002,-87.61265623,41.8088387
4892475,HM507529,074XX S MORGAN ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,733,7,17,68,08A,2006,-87.6491157,41.75923359
6170783,HP258815,023XX W 95TH ST,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2221,22,19,72,08A,2008,-87.67997607,41.72097091
3741570,HL111533,005XX E 51ST ST,560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,223,2,3,38,08A,2005,-87.61367763,41.80213261
8533129,HS479338,084XX S CHAPPEL AVE,560,ASSAULT,SIMPLE,CHA APARTMENT,FALSE,FALSE,412,4,8,45,08A,2010,-87.57457729,41.74114436
10653179,HZ403432,008XX E 65TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,TRUE,TRUE,312,3,20,42,04A,2016,-87.60411357,41.77679744
8789058,HV462975,057XX S ROCKWELL ST,560,ASSAULT,SIMPLE,STREET,FALSE,TRUE,824,8,16,63,08A,2012,-87.68879789,41.78934296
9269662,HW414519,007XX E 43RD ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,221,2,4,38,08A,2013,-87.60793377,41.81679481
4681320,HL414306,076XX S PAULINA ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,FALSE,FALSE,611,6,17,71,04A,2005,-87.66598631,41.75501329
8082600,HT315369,032XX W ADAMS ST,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,1124,11,28,27,08A,2011,-87.70724814,41.87837031
3970108,HL330223,0000X W CHICAGO AVE,560,ASSAULT,SIMPLE,OTHER,TRUE,FALSE,1832,18,42,8,08A,2005,-87.62917534,41.89666404
3661130,HK751265,084XX S ELIZABETH ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,613,6,21,71,04A,2004,-87.6546828,41.74047635
8306557,HT540548,007XX W 76TH ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,621,6,17,68,08A,2011,-87.64243828,41.7561063
9748574,HX398190,111XX S VERNON AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,531,5,9,49,08A,2014,-87.61212473,41.69159874
3313069,HK348713,078XX S SOUTH SHORE DR,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,421,4,7,43,08A,2004,-87.55043302,41.75420991
6793833,HR206683,049XX W WASHINGTON BLVD,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1532,15,28,25,08A,2009,-87.74868498,41.88177206
1962624,HH154448,064XX S PEORIA DR,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,723,7,,,08A,2002,-87.6457776,41.77734524
11111810,JA462321,064XX S MORGAN ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,TRUE,TRUE,724,7,16,68,04A,2017,-87.64957217,41.7769974
8557804,HV233824,018XX W MONROE ST,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,1211,12,2,28,08A,2012,-87.67233922,41.88008194
6900303,HR307075,017XX N MASON AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,2531,25,29,25,5,2009,-87.77405691,41.91199729
10399689,HZ134318,001XX W 108TH ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,513,5,34,49,5,2016,-87.6271431,41.69800123
4826872,HM437597,031XX E 87TH ST,610,BURGLARY,FORCIBLE ENTRY,FACTORY/MANUFACTURING BUILDING,FALSE,FALSE,424,4,7,46,5,2006,-87.54876843,41.73741441
9088959,HW233866,019XX S LAWNDALE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1014,10,24,29,5,2013,-87.71755043,41.85440555
1825533,G659211,019XX N WILMOT AV,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1434,14,,,5,2001,-87.68611667,41.91684538
9129599,HW274134,050XX W OAKDALE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2521,25,31,19,5,2013,-87.75282624,41.93418879
9383468,HW526270,011XX W CHESTNUT ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1213,12,27,24,5,2013,-87.65561766,41.8983901
1603886,G375927,069XX S EAST END AV,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,332,3,,,5,2001,-87.58269062,41.76811648
6239811,HP325677,068XX W NORTH AVE,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,2513,25,36,25,5,2008,-87.79679791,41.90899932
3929767,HL300450,003XX W 118TH ST,610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,FALSE,FALSE,522,5,34,53,5,2005,-87.63040295,41.67975493
5401018,HN246122,045XX S ASHLAND AVE,620,BURGLARY,UNLAWFUL ENTRY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,921,9,3,61,5,2007,-87.66505034,41.81164453
1959865,HH149573,016XX W 79 ST,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,FALSE,FALSE,611,6,,,5,2002,-87.66437094,41.75034132
3395645,HK450946,026XX N SEMINARY AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,TRUE,FALSE,1933,19,32,7,5,2004,-87.6561995,41.93022658
8200440,HT434553,059XX S KOLIN AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,813,8,13,65,5,2011,-87.73150141,41.78517002
4223368,HL548996,071XX S PRAIRIE AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,323,3,6,69,5,2005,-87.61846728,41.76518872
